pdbid,-logKd/Ki
"4zg7","8.70"
"4zg9","7.59"
"4zga","7.70"
"4zgk","5.51"
"4zh2","5.00"
"4zh3","4.40"
"4zhl","6.47"
"4q15","7.96"
"4q18","6.13"
"4q19","8.05"
"4q1a","9.30"
"4q1b","8.72"
"4q1c","8.70"
"4q1d","7.78"
"4q1e","8.17"
"4q1f","8.04"
"4q1n","9.70"
"4yb7","3.80"
"4ybi","6.60"
"4ybj","9.28"
"4ybk","7.82"
"4ybm","6.85"
"4ybs","7.24"
"4ybt","7.00"
"4yc0","4.13"
"4yc8","7.85"
"5c4l","5.64"
"5c4o","8.21"
"5c4s","8.42"
"5c4t","7.66"
"5c4u","8.72"
"5c5h","6.40"
"5c5t","3.13"
"5c6o","3.70"
"5c6p","3.70"
"5c6v","4.80"
"4u03","5.77"
"4u0a","4.30"
"4u0b","4.30"
"4u0c","4.31"
"4u0d","4.31"
"4u0e","6.92"
"4u0f","5.92"
"4u0g","5.29"
"4u0m","5.77"
"4u0n","5.77"
"4u0s","6.80"
"5dls","8.36"
"5dlv","4.98"
"5dlx","5.70"
"5dlz","5.74"
"5dms","4.53"
"5dnu","4.11"
"5doh","7.49"
"5dp4","4.20"
"5dp5","4.73"
"5dp6","4.83"
"5dp7","4.56"
"5dp8","6.36"
"4x48","6.77"
"4x49","4.53"
"4x50","7.75"
"4x5p","8.21"
"4x5q","9.00"
"4x5r","7.85"
"4x5y","8.03"
"4x5z","7.63"
"4x60","9.00"
"4x61","9.00"
"4x63","6.77"
"4x68","6.57"
"4x69","7.66"
"4x6h","7.66"
"4x6i","8.00"
"4x6j","7.80"
"4yy6","4.22"
"4yyi","4.19"
"4yyl","5.01"
"4yym","3.62"
"4yyn","3.96"
"4yyt","6.38"
"4yz9","7.70"
"4yzc","8.52"
"4yzm","5.27"
"4yzn","4.81"
"3wzk","7.24"
"3wzn","7.00"
"3wzp","6.82"
"3wzq","6.23"
"3x00","9.08"
"3x1k","3.59"
"3zbf","7.52"
"3zbx","8.22"
"3zc5","7.13"
"3zc6","9.22"
"3zcl","8.00"
"3zcw","6.19"
"5ajc","4.24"
"5ajo","4.96"
"5ajp","5.30"
"5ajv","6.24"
"5ajw","6.98"
"5ajx","7.96"
"5ajy","6.30"
"5ajz","5.70"
"5ak0","7.68"
"5ak2","8.41"
"5ak3","5.07"
"5ak5","7.07"
"5ak6","3.49"
"5ake","7.82"
"5aqr","3.00"
"5aqt","3.51"
"5aqu","2.98"
"5aqv","3.43"
"5aqz","5.48"
"5ar0","6.14"
"5ar4","6.70"
"5ar5","6.30"
"5ar7","6.49"
"5ar8","8.10"
"5arf","6.27"
"5arg","7.57"
"5eay","4.47"
"5ece","8.05"
"5ech","3.80"
"5eci","3.80"
"5ect","5.28"
"5ecv","6.77"
"5edb","7.00"
"5edd","5.24"
"5edl","8.35"
"5edq","8.70"
"5edr","7.46"
"5eds","5.54"
"5edu","8.66"
"4r17","7.68"
"4r18","7.68"
"4r1e","7.28"
"4r1v","9.00"
"4r1y","6.40"
"4r3b","6.25"
"4r3c","7.00"
"4r3s","8.22"
"4r3w","3.00"
"4r4i","6.27"
"4r4o","5.82"
"4r4q","5.09"
"4xta","5.43"
"4xtm","4.57"
"4xtp","4.26"
"4xtt","7.37"
"4xtv","9.27"
"4xtx","10.57"
"4xty","9.21"
"4xtz","9.82"
"4xu0","9.11"
"4xu1","9.49"
"4xu2","9.23"
"4xu3","9.50"
"4xua","4.59"
"4xub","5.97"
"4xuc","5.96"
"5bqh","8.52"
"5bqi","9.05"
"5bqs","5.64"
"5brn","6.30"
"5bry","11.82"
"5brz","8.15"
"5bs4","11.00"
"5bsk","6.22"
"5btr","5.14"
"5btv","3.85"
"5btx","3.55"
"4ts1","4.94"
"4tsx","4.99"
"4tsz","7.00"
"4tt2","4.66"
"4tte","3.69"
"4ttv","6.68"
"4tu4","3.76"
"4tuh","4.00"
"4tun","5.41"
"4tv3","8.72"
"4tvj","7.91"
"4tw6","4.21"
"4tw7","7.59"
"4tw8","5.58"
"4tw9","7.70"
"4y3j","2.17"
"4y3y","2.35"
"4y46","7.96"
"4y4g","2.00"
"4y4j","2.47"
"4y4v","3.65"
"4y59","5.24"
"4y5d","5.92"
"4y5h","7.82"
"4y5i","3.52"
"4y5s","3.73"
"4ydg","7.82"
"4yh3","4.59"
"4yje","4.84"
"4ynk","8.30"
"4z22","6.24"
"4z88","5.39"
"4zki","2.92"
"4zpf","6.74"
"4zsa","7.82"
"5a0a","7.70"
"4yjl","5.96"
"4yjn","7.92"
"4yk5","7.64"
"4yk6","5.70"
"4ykj","4.43"
"4ykk","2.77"
"4ykn","8.00"
"4yl0","8.22"
"4yl1","6.67"
"4yl3","8.15"
"4xct","8.17"
"4xcu","8.22"
"4xdo","4.08"
"4xe0","7.72"
"4xek","5.66"
"4xg3","7.76"
"4xg4","7.67"
"4urk","5.96"
"4url","6.30"
"4urm","8.05"
"4urn","4.46"
"4uro","8.40"
"4uru","2.22"
"4urv","2.77"
"4urw","2.80"
"4urx","2.89"
"5cei","8.28"
"5ceo","9.30"
"5cep","6.84"
"5ceq","7.38"
"5cf4","7.40"
"5cf5","8.60"
"5cf6","8.09"
"5cf8","8.96"
"5cfa","6.54"
"5cfb","7.28"
"5cgc","9.30"
"4qp8","6.55"
"4qp9","7.15"
"4qpa","7.43"
"4qpd","7.82"
"4qpl","7.41"
"4qps","6.52"
"4qq4","5.74"
"4qq5","6.32"
"4qqc","7.34"
"4qqi","5.52"
"4qr3","5.85"
"4qr4","6.60"
"5abg","8.05"
"5abh","8.77"
"5abp","6.64"
"5abw","7.77"
"5acb","6.80"
"5acw","3.84"
"5acx","5.05"
"5ad1","7.24"
"5adr","5.64"
"5ads","5.67"
"5adt","5.65"
"5aeh","7.43"
"4pgc","5.88"
"4pgd","6.92"
"4pge","7.77"
"4pgh","4.89"
"4ph4","7.74"
"4phu","7.92"
"4phv","9.17"
"4phw","10.00"
"4pid","4.62"
"4pin","5.40"
"4pio","5.70"
"4piq","7.10"
"4pis","7.22"
"4pji","3.70"
"4ret","7.59"
"4rfc","8.24"
"4rfd","8.05"
"4rfr","6.54"
"4rfy","7.00"
"4rfz","7.40"
"4rg0","7.30"
"4rgd","3.94"
"4rh5","6.90"
"5alm","6.53"
"5aln","6.57"
"5alo","6.13"
"5alp","7.07"
"5alr","7.07"
"5alt","4.88"
"5alu","7.66"
"5alv","4.36"
"5alw","5.15"
"4wy6","5.97"
"4wy7","6.78"
"4wym","4.00"
"4wyo","6.95"
"4wyp","3.36"
"4wyy","6.00"
"4wyz","4.30"
"4wz4","6.44"
"4wz6","5.60"
"4wz8","7.21"
"4wzv","9.37"
"4x0f","7.00"
"4x7o","8.70"
"4x7q","7.85"
"4x8g","6.00"
"4x8n","6.62"
"4x8o","6.60"
"4x8p","5.48"
"4x8s","1.89"
"4x8t","2.05"
"4x8u","2.46"
"4x8v","6.89"
"4x9r","7.82"
"4yuz","5.04"
"4yv0","3.28"
"4yv1","3.08"
"4yv2","7.29"
"4yv5","6.22"
"4yv8","7.96"
"4yv9","6.40"
"4yvc","5.96"
"4yve","7.00"
"5cu4","6.49"
"5cuh","4.62"
"5cuq","5.92"
"5cuu","4.37"
"5cvd","6.41"
"5cw8","7.22"
"5cwa","4.77"
"5cxa","8.05"
"5cxh","8.30"
"5d2r","5.82"
"5d3c","10.40"
"5d3h","5.10"
"5d3j","5.24"
"5d3l","6.06"
"5d3n","5.04"
"5d3p","5.13"
"5d3s","5.89"
"5d3t","4.92"
"5d3x","6.36"
"5d45","6.92"
"5d47","7.00"
"5d48","7.52"
"5d4a","5.85"
"5d6e","4.30"
"5d6f","4.37"
"5e2r","7.06"
"5e2s","9.01"
"5e2v","6.08"
"5e2w","7.51"
"5e3a","5.44"
"5e3d","4.02"
"5e3g","4.30"
"5e4w","4.64"
"5e5g","3.15"
"5e6o","4.11"
"5e73","4.64"
"5e74","4.41"
"5e7n","6.09"
"5e7r","7.60"
"5e80","8.30"
"5f3i","7.10"
"5f3t","3.68"
"5f3z","4.54"
"5f41","4.17"
"5f4l","7.62"
"5f4n","8.66"
"5f4p","7.33"
"5f4r","7.02"
"4qw0","5.14"
"4qw1","6.11"
"4qw3","6.61"
"4qw4","6.95"
"4qw5","6.35"
"4qw6","5.85"
"4qw7","6.28"
"4qwf","6.00"
"4qwg","5.97"
"4qwi","5.36"
"4qwj","5.77"
"4qwl","6.18"
"4uy1","4.70"
"4uyd","4.10"
"4uye","8.02"
"4uyf","7.60"
"4uyg","7.60"
"4uyh","6.30"
"4uyn","8.40"
"4uzd","9.22"
"4uzh","5.01"
"4v01","8.11"
"4v04","8.11"
"5akh","6.59"
"5aki","6.12"
"5akj","5.86"
"5akk","4.00"
"5akl","7.07"
"5aku","6.82"
"5akw","6.39"
"5al1","4.28"
"5al2","6.44"
"5al3","4.96"
"5al4","6.52"
"5al5","7.15"
"5alb","10.71"
"4xnw","7.74"
"4xo8","8.96"
"4xoc","8.52"
"4xpj","5.09"
"4xqa","4.99"
"4xqb","3.79"
"4xqu","6.07"
"4xrq","6.63"
"4xs2","5.82"
"4xsx","5.00"
"4xsy","5.30"
"4xt2","7.15"
"4xt9","6.80"
"4zsg","5.00"
"4zsh","7.05"
"4zsj","5.64"
"4zsl","5.00"
"4zsm","2.40"
"4zsp","5.74"
"4zsq","5.65"
"4zsr","4.44"
"4zt2","8.00"
"4zt3","8.00"
"5ai1","6.47"
"5ai4","3.47"
"5ai6","4.40"
"5ai8","3.90"
"5ai9","6.61"
"5aia","5.20"
"5aib","3.80"
"5aic","4.30"
"5aip","2.82"
"5ais","6.24"
"5aiv","6.19"
"5dde","7.19"
"5ddf","6.17"
"5dex","7.65"
"5dey","8.43"
"5dfp","7.66"
"5dg6","5.07"
"5dgj","4.73"
"5dgm","6.40"
"5dgu","11.35"
"5dgw","11.05"
"4y79","7.96"
"4y7r","5.03"
"4y85","7.89"
"4y87","7.24"
"4y8c","7.96"
"4y8d","8.05"
"4y8x","8.43"
"4y8y","9.15"
"4y8z","10.40"
"4z89","4.69"
"4z8a","4.76"
"4z8d","5.22"
"4z8m","7.44"
"4z90","4.66"
"4z93","7.35"
"4z9l","8.80"
"4za0","7.21"
"4zae","8.44"
"4zam","7.96"
"4zb6","6.28"
"4zb8","6.03"
"4zba","5.51"
"4zbf","7.13"
"4zbi","6.51"
"4zcs","4.33"
"4zcw","7.37"
"4u8w","11.24"
"4u90","6.54"
"4u91","6.83"
"4u93","7.89"
"4ua8","6.26"
"4ual","8.40"
"4uat","5.89"
"4uau","5.89"
"4uc5","5.48"
"4ucc","4.32"
"4ucd","4.00"
"4uce","3.17"
"4uco","7.00"
"5apj","7.40"
"5apr","7.77"
"5aqf","3.78"
"5aqg","4.51"
"5aqh","2.46"
"5aqj","2.68"
"5aqk","3.65"
"5aqn","2.77"
"5aqo","2.85"
"4nxr","4.34"
"4nxs","7.37"
"4nxu","5.54"
"4nxv","5.42"
"4ny3","4.31"
"4nyf","7.31"
"4nyi","3.06"
"4nyj","3.49"
"4nym","3.55"
"4nyt","2.39"
"4y2p","2.66"
"4y2q","2.92"
"4y2s","4.28"
"4y2t","3.82"
"4y2u","3.24"
"4y2v","4.04"
"4y2x","6.29"
"4y2y","5.05"
"4y32","4.05"
"4y38","2.40"
"4ynl","4.62"
"4yo6","5.66"
"4yo8","10.52"
"4yog","5.74"
"4yoi","6.48"
"4yoj","6.39"
"4yoz","6.80"
"4yp1","5.04"
"4yp8","7.89"
"4ypf","2.70"
"4yps","7.12"
"4yqh","8.05"
"4yqm","7.51"
"4qwr","5.93"
"4qws","6.50"
"4qwu","5.51"
"4qwx","6.27"
"4qxj","5.90"
"4qxo","5.51"
"4qxq","5.70"
"4qxr","6.00"
"4qxs","5.96"
"4qxt","7.80"
"4ryd","11.26"
"4ryg","8.10"
"4ryl","7.28"
"4rz1","7.40"
"4s1g","9.22"
"4s2i","9.00"
"4s3e","6.11"
"4s3f","6.24"
"4sga","7.30"
"4std","10.33"
"4tim","2.16"
"4tju","5.44"
"4tjw","6.02"
"4x1s","6.87"
"4x21","7.44"
"4x24","9.78"
"4x2i","6.46"
"4x2l","4.44"
"4x2s","6.55"
"4x34","6.12"
"4x3e","5.47"
"4x3h","4.23"
"4x3i","3.17"
"4x3k","4.56"
"4x3r","11.07"
"4x3t","4.54"
"4x3u","5.09"
"4ui4","7.35"
"4uiz","4.70"
"4umr","3.80"
"4uvw","7.72"
"4w4v","6.94"
"4w9w","7.48"
"4wi1","5.30"
"4wmc","8.05"
"4wr7","11.70"
"4wuy","7.82"
"4zhm","8.05"
"4zij","3.25"
"4zim","8.62"
"4zj8","9.26"
"4zjc","8.96"
"4zji","6.47"
"4zjj","8.00"
"4zjr","7.54"
"4zjw","6.66"
"4zk5","8.43"
"5a3h","4.57"
"5a3n","7.72"
"5a3o","4.73"
"5a3r","7.78"
"5a3s","8.68"
"5a3t","8.40"
"5a3u","8.32"
"5a3w","5.82"
"5a3x","6.10"
"5a46","7.66"
"5a4c","8.24"
"5c7a","3.31"
"5c7b","3.00"
"5c7c","5.26"
"5c7d","5.11"
"5c7e","5.00"
"5c7f","3.98"
"5c7n","6.57"
"5c83","6.80"
"5c84","6.19"
"4yzu","5.05"
"4z07","7.99"
"4z0d","5.30"
"4z0e","5.30"
"4z0k","6.34"
"4z0q","8.17"
"4z0u","5.70"
"4z16","8.32"
"4z1e","8.24"
"4z1j","8.11"
"4z1k","8.33"
"4z1n","8.23"
"4z1q","7.82"
"4z1s","6.10"
"4wr8","6.23"
"4wrb","6.19"
"4wri","9.01"
"4wrq","5.34"
"4wrs","9.40"
"4wsj","7.33"
"4wsk","6.43"
"4wsy","7.77"
"4wt2","10.42"
"4wt6","7.92"
"4wtu","9.52"
"4wup","9.82"
"5ax3","5.92"
"5ax9","8.10"
"5axi","3.92"
"5axp","9.03"
"5axq","10.10"
"5ayf","4.82"
"5ayt","6.77"
"5ayy","5.32"
"5azf","4.44"
"5azg","5.54"
"5b0x","7.70"
"5b1s","3.91"
"5a5v","7.48"
"5a5z","4.08"
"5a69","8.96"
"5a6a","7.22"
"5a6b","8.10"
"5a6h","7.06"
"5a6i","7.25"
"5a6k","5.95"
"5a6n","4.28"
"5a6x","6.69"
"5a7c","3.74"
"4qmv","7.64"
"4qmw","7.07"
"4qmx","4.96"
"4qmy","8.40"
"4qmz","6.68"
"4qn7","9.08"
"4qn9","4.41"
"4qna","4.64"
"5ald","5.97"
"5ale","5.95"
"5alf","6.69"
"5alg","7.52"
"5alh","7.07"
"5ali","7.07"
"5alj","5.56"
"5alk","6.60"
"5all","5.57"
"5alx","5.48"
"5aly","6.73"
"5alz","8.22"
"5am0","5.88"
"5am1","8.52"
"5am2","5.01"
"5am3","8.30"
"5am4","6.95"
"5am5","5.74"
"5am7","7.19"
"5amd","8.55"
"5amg","8.22"
"5aml","9.15"
"5amn","8.35"
"5anq","5.40"
"5bui","7.05"
"5buj","8.30"
"5bv3","7.17"
"5bvd","9.80"
"5bve","11.00"
"5bvf","9.72"
"5bvk","4.00"
"5bvn","8.82"
"5bvo","8.30"
"5bw4","4.17"
"5bwb","5.30"
"5bwc","7.21"
"5byi","7.51"
"4rqi","4.91"
"4rqk","5.82"
"4rqv","5.05"
"4rqz","5.40"
"4rr6","6.00"
"4rra","4.87"
"4rrf","3.62"
"4rrg","2.81"
"4rrn","7.32"
"4rro","7.59"
"4rrq","5.47"
"4rrr","4.44"
"4rrs","6.68"
"4rrv","7.40"
"4rs0","6.00"
"5agr","5.43"
"5ags","7.40"
"5agt","7.12"
"5agu","10.00"
"5agv","9.70"
"5ah2","10.08"
"5ahj","8.23"
"5ahu","6.78"
"5ahw","5.17"
"5a4e","6.40"
"5a7i","5.26"
"5aab","9.06"
"5aei","8.96"
"5ai0","3.69"
"5aix","7.92"
"5akg","4.46"
"5alc","8.13"
"5ans","5.69"
"5ap0","8.26"
"5aqp","2.68"
"4qz4","5.01"
"4qz5","5.26"
"4qz6","5.53"
"4qz7","5.65"
"4qzs","7.05"
"4qzw","5.15"
"4qzx","6.26"
"4r02","7.41"
"4r06","6.29"
"4r07","5.32"
"4r0a","4.26"
"4r0i","6.52"
"4uvx","7.96"
"4uw1","7.72"
"4uwf","8.15"
"4uwg","8.15"
"4uwh","8.52"
"4uwk","9.00"
"4ux4","7.01"
"4ux6","5.92"
"4ux9","5.10"
"4uxb","7.96"
"4uxh","5.96"
"4uxj","5.42"
"4uxl","10.60"
"4w5j","7.24"
"4w7p","7.49"
"4w7t","6.05"
"4w97","7.10"
"4w9d","4.99"
"4w9e","5.15"
"4w9f","5.49"
"4w9g","5.26"
"4x6n","8.82"
"4x6o","8.72"
"4x6s","5.24"
"4x6x","8.64"
"4x6y","7.72"
"4x7h","7.38"
"4x7i","7.69"
"4x7j","7.39"
"4x7k","8.40"
"4x7l","8.05"
"4yvz","5.52"
"4yw2","2.80"
"4yw6","7.08"
"4yw7","6.89"
"4ywa","7.55"
"4yx4","5.97"
"4yx9","5.35"
"4yxd","4.34"
"4yxi","6.50"
"4yxo","7.04"
"4yxu","7.24"
"4uj1","6.52"
"4uj2","7.10"
"4uj9","8.70"
"4uja","9.05"
"4ujb","8.00"
"4um1","5.77"
"4um3","7.54"
"4um9","8.07"
"4uma","5.41"
"4umb","4.00"
"4umc","3.44"
"4umj","5.57"
"4umn","7.20"
"4umq","5.38"
"4z6h","6.21"
"4z6i","6.31"
"4z7f","7.53"
"4z7h","6.66"
"4z7i","8.11"
"4z7n","5.04"
"4z7q","4.29"
"4z83","7.40"
"4z84","5.82"
"5cgd","9.30"
"5cgj","5.22"
"5cgv","6.47"
"5chk","5.39"
"5ci7","6.92"
"5cil","7.39"
"5cin","7.74"
"5cj6","8.69"
"5cjf","9.59"
"5ckr","7.76"
"5cks","5.51"
"5clm","7.36"
"5cls","6.66"
"5cnj","6.84"
"5cnm","6.81"
"5cp5","5.91"
"5cp9","3.51"
"4zpg","7.26"
"4zph","7.51"
"4zqt","5.64"
"4zro","6.16"
"4zs0","5.64"
"4zs2","5.49"
"4zs9","4.57"
"4ofb","5.43"
"4ofl","7.66"
"4og3","6.55"
"4og4","6.02"
"4og5","6.52"
"4og6","6.71"
"4og7","6.94"
"4og8","7.25"
"4ogi","7.43"
"4ogn","10.00"
"4ogt","10.00"
"4ogv","8.05"
"4ohk","8.30"
"4ohm","7.55"
"4oho","7.77"
"4wv6","4.98"
"4wvl","6.88"
"4wvs","6.27"
"4wvt","5.31"
"4wvu","5.71"
"4ww6","10.21"
"4ww8","10.17"
"4wwo","7.42"
"4wwp","6.92"
"4wx4","9.22"
"4wx6","9.00"
"4wx7","7.40"
"4wxi","8.08"
"4wy1","5.29"
"4wy3","3.62"
"4x0z","3.15"
"4x11","2.22"
"4x13","3.30"
"4x14","2.92"
"4x1f","7.97"
"4x1n","6.42"
"4x1p","4.20"
"4x1q","5.30"
"4x1r","6.40"
"4xg7","7.49"
"4xg8","8.72"
"4xg9","9.15"
"4xgz","7.62"
"4xh2","8.22"
"4xh6","5.57"
"4xhe","10.30"
"4xhk","8.30"
"4ptg","8.23"
"4puj","7.46"
"4puk","7.28"
"4pul","6.84"
"4pum","6.73"
"4puz","8.11"
"4pv0","9.07"
"4pv5","6.54"
"4pv7","6.63"
"4pvo","6.31"
"4qjo","7.40"
"4qjp","8.60"
"4qjr","7.10"
"4qjw","7.80"
"4qk4","6.60"
"4qkd","4.09"
"4qkx","7.07"
"4ql1","7.03"
"4ql8","9.15"
"4qlk","3.24"
"4qll","3.38"
"4qlq","8.18"
"4qls","7.44"
"4qlt","8.60"
"4qlu","8.08"
"4qvm","6.35"
"4qvn","5.10"
"4qvp","6.05"
"4qvq","5.20"
"4qvw","5.38"
"4qvx","11.00"
"4qvy","5.09"
"4rak","7.85"
"4ran","7.15"
"4rao","6.00"
"4raq","6.72"
"4rcd","9.15"
"4rce","8.70"
"4rcg","5.03"
"4yh4","4.59"
"4yha","6.65"
"4yhf","8.34"
"4yhm","9.76"
"4yho","10.74"
"4yhp","8.70"
"4yhq","8.77"
"4yht","9.22"
"4yhz","7.96"
"4yih","4.66"
"4yik","6.89"
"4ylk","6.74"
"4yll","6.92"
"4ylu","4.00"
"4ym2","2.85"
"4ym4","4.47"
"4ymb","6.21"
"4ymg","4.68"
"4ymh","6.46"
"4ymj","7.00"
"4yml","8.35"
"4ymq","5.80"
"4ymx","7.10"
"4ynb","10.37"
"4ynd","8.55"
"4yne","8.52"
"4zts","7.60"
"4zud","8.16"
"4zum","6.57"
"4zun","4.59"
"4zuo","6.41"
"4zup","6.77"
"4zuq","6.89"
"4zur","7.17"
"4zv1","5.24"
"4zv2","2.93"
"4zvi","6.33"
"4zw3","7.57"
"2mwo","4.70"
"2mwp","6.05"
"2mwy","6.82"
"2n0u","6.22"
"2n14","5.33"
"2n1g","5.64"
"2n3k","6.80"
"4csd","5.91"
"4csj","8.31"
"4css","8.46"
"4cst","8.89"
"4csy","3.06"
"4ctj","2.51"
"4ctk","2.00"
"4cts","5.00"
"4cu1","4.71"
"4d2w","4.51"
"4d3h","6.43"
"4d4d","5.96"
"4d52","3.11"
"4d62","2.44"
"4d63","1.64"
"4d7b","7.68"
"4d83","7.26"
"4d85","6.85"
"4d88","7.31"
"4d89","8.70"
"4mf0","8.08"
"4mf1","9.15"
"4mfe","2.27"
"4mg5","5.34"
"4mg6","5.62"
"4mg7","6.36"
"4mg8","6.48"
"4mg9","5.68"
"4mga","5.86"
"4mgb","5.44"
"4mgv","7.12"
"4mh7","5.23"
"4p4e","6.74"
"4p4f","6.77"
"4p4i","7.46"
"4p4j","6.15"
"4p4s","4.94"
"4p4t","4.39"
"4p58","4.60"
"4p5d","5.82"
"4p5e","5.55"
"4p5z","7.41"
"4p6c","4.00"
"4p6e","5.89"
"4c0r","4.91"
"4c16","4.96"
"4c1c","4.97"
"4c1d","5.36"
"4c1e","7.14"
"4c1f","4.63"
"4c1g","5.14"
"4c1h","4.09"
"4c1m","7.80"
"4c1t","7.15"
"4c1u","7.09"
"4kne","5.90"
"4kni","7.78"
"4knj","7.95"
"4knm","8.00"
"4knn","7.78"
"4knr","5.74"
"4knx","5.49"
"4kom","7.00"
"4n4s","6.88"
"4n4t","7.31"
"4n4v","8.70"
"4n5d","3.22"
"4n5g","5.00"
"4n5t","8.15"
"4n6g","5.47"
"4n6h","9.28"
"4n6y","7.04"
"4odl","6.95"
"4odm","6.07"
"4odn","6.74"
"4odp","4.77"
"4odq","4.47"
"4oee","5.76"
"4oef","4.76"
"4oeg","5.05"
"4oel","7.00"
"4oem","5.30"
"4qmu","5.89"
"4qnb","6.59"
"4qvl","6.53"
"4qz3","5.51"
"4rad","7.10"
"4rcp","5.35"
"3wtk","6.53"
"3wtl","7.04"
"3wtm","7.00"
"3wtn","7.04"
"3wto","6.92"
"3wut","6.49"
"3wuu","5.14"
"3wuv","5.17"
"3wv1","11.41"
"4pm0","7.35"
"4pml","4.52"
"4pmm","7.57"
"4pmp","6.40"
"4pms","8.10"
"4pmt","6.00"
"4pn1","6.17"
"4pnc","5.43"
"4pni","6.09"
"4pnk","6.60"
"4pnl","5.52"
"4pnm","5.85"
"4wno","6.80"
"4wnp","8.10"
"4wop","4.76"
"4wov","7.14"
"4wp7","6.10"
"4wpf","6.60"
"4wph","5.80"
"4wpn","6.68"
"4wq2","6.30"
"4wq3","7.00"
"4tln","3.72"
"4tlr","8.52"
"4tmf","5.48"
"4tmk","7.70"
"4tmp","5.43"
"4tmr","7.22"
"4tn2","6.92"
"4tn4","6.33"
"4oo9","9.07"
"4ool","6.85"
"4oon","7.52"
"4oow","5.37"
"4op1","6.89"
"4op2","5.93"
"4op3","8.15"
"4oq3","8.10"
"4oq5","6.30"
"4u68","4.31"
"4u69","4.26"
"4u6c","5.00"
"4u6e","3.30"
"4u6r","7.85"
"4u6w","4.21"
"4u6x","6.38"
"4u6y","7.08"
"4u6z","5.41"
"4lq9","4.85"
"4lqg","8.89"
"4lqy","3.89"
"4lrh","9.72"
"4lrr","5.22"
"4lsj","9.57"
"4lte","7.22"
"4lts","8.36"
"4luo","3.24"
"4luv","2.85"
"4luz","4.70"
"4ncm","7.00"
"4ncn","5.67"
"4nct","7.55"
"4ndu","2.74"
"4ng9","7.12"
"4nga","7.77"
"4ngh","7.52"
"4ngm","10.35"
"4ngn","7.55"
"4uu7","6.08"
"4uu8","6.54"
"4uua","5.24"
"4uub","4.76"
"4uuh","7.77"
"4uuq","7.54"
"4uv8","6.47"
"4uv9","6.01"
"4uva","5.75"
"4uvb","5.49"
"4uvc","6.88"
"4uvu","5.92"
"4uvv","7.49"
"3wnt","6.28"
"3wp0","4.99"
"3wp1","4.85"
"3wpn","4.36"
"3wq5","3.85"
"3wq6","4.59"
"3wqh","8.48"
"3wqm","6.25"
"3wqv","5.21"
"3wqw","5.23"
"3ws8","6.68"
"3wsy","6.36"
"3wt5","9.54"
"3wt7","8.75"
"3wth","6.29"
"3wti","5.90"
"4ciy","4.57"
"4ciz","7.29"
"4cj4","3.36"
"4cjp","3.32"
"4cjq","3.59"
"4cjr","3.10"
"4ck3","3.57"
"4cki","5.96"
"4ckj","4.84"
"4ckr","6.98"
"4cku","6.82"
"4cl6","5.39"
"4o9v","8.00"
"4o9w","7.16"
"4oag","6.30"
"4oak","4.22"
"4oar","10.42"
"4oas","10.00"
"4oaz","5.77"
"4ob0","5.30"
"4ob1","6.30"
"4ob2","6.30"
"4oba","9.40"
"4oth","8.05"
"4oti","7.37"
"4oty","7.40"
"4ou3","4.41"
"4ouj","2.86"
"4ov5","7.43"
"4ovf","4.13"
"4ovg","3.69"
"4ovh","4.85"
"4p90","7.19"
"4pax","6.40"
"4pb1","2.82"
"4pb2","4.80"
"4pce","5.15"
"4pci","5.12"
"4pct","7.15"
"4pd5","2.86"
"4pd6","4.44"
"4pd7","3.92"
"4qdk","5.85"
"4qem","7.80"
"4qer","7.54"
"4qev","7.66"
"4qew","7.07"
"4qf7","8.60"
"4qf8","7.51"
"4qf9","4.43"
"4qfg","5.48"
"4qfl","5.11"
"4qfn","4.12"
"4qfo","4.27"
"4qfp","4.23"
"4qfr","8.13"
"4jbl","3.27"
"4jbo","7.62"
"4jbp","7.39"
"4jbs","7.96"
"4jc1","4.30"
"4jck","2.37"
"4jda","6.29"
"4jdf","2.19"
"4je7","6.40"
"4je8","5.21"
"4jfd","4.44"
"4jfe","4.51"
"4mt9","10.00"
"4mti","8.92"
"4mu7","8.85"
"4mue","6.70"
"4muf","6.34"
"4muk","6.60"
"4muw","8.01"
"4mvh","8.35"
"4wcu","8.52"
"4wef","2.59"
"4wet","3.35"
"4wey","3.50"
"4wf2","8.10"
"4wf4","3.11"
"4wf6","6.30"
"4wgi","5.35"
"4d1c","5.70"
"4d1d","5.74"
"4d1s","7.66"
"4d1y","7.13"
"4d2d","3.47"
"4d2p","5.68"
"4d2r","5.48"
"4d2s","7.70"
"4d2t","6.00"
"4d2v","7.43"
"4pyn","4.52"
"4pyo","4.52"
"4pyq","5.36"
"4pyv","6.70"
"4pyx","6.14"
"4pyy","7.23"
"4pz5","6.92"
"4pz8","5.92"
"4rj8","7.77"
"4rkx","5.10"
"4rlk","5.02"
"4rll","5.02"
"4rlp","8.14"
"4rlt","4.96"
"4rlu","4.82"
"4rlw","4.87"
"4rme","5.92"
"4rn0","6.59"
"4rn1","5.00"
"4rn2","5.82"
"4rn4","6.94"
"4rn6","5.10"
"4rpn","6.96"
"4rpo","7.64"
"4rpv","8.52"
"4prj","7.14"
"4prn","5.66"
"4prp","5.66"
"4pry","7.70"
"4ps0","4.04"
"4ps1","6.66"
"4ps5","6.54"
"4ps7","7.41"
"4ps8","9.00"
"4psb","4.64"
"4psh","8.89"
"4psq","6.36"
